slug,degree,betweenness,closeness,eigenvector
ireland-garda,0.0136986301369863,0.0,0.41659176029962547,0.008979232582193597
irs-ci,0.0136986301369863,0.0,0.3707666666666667,0.003924715801126588
israel-police,0.0136986301369863,0.0,0.3875609756097561,0.0034396712585041274
italy-dcsa,0.0136986301369863,0.0,0.41659176029962547,0.008979232582193597
french-high-tech-crime-unit,0.0136986301369863,0.0,0.382233676975945,0.0029805910921950314
france-police-nationale-gendarmerie-nationale,0.0136986301369863,0.0,0.3875609756097561,0.0034396712585041274
france-police-nationale,0.0136986301369863,0.0,0.3875609756097561,0.0034396712585041274
german-prosecution,0.0136986301369863,0.0,0.4413888888888889,0.008362242147524577
german-bka,0.0136986301369863,0.0,0.41044280442804426,0.0071274807444490365
group-ib,0.0136986301369863,0.0,0.3783333333333333,0.002733434457671678
hungary-budapesti-rendor-fokapitanysag,0.0136986301369863,0.0,0.3875609756097561,0.0034396712585041274
ic3,0.0136986301369863,0.0,0.3707666666666667,0.004246246146330813
latvia-state-police,0.0136986301369863,0.0,0.41973584905660377,0.011847209797526934
seoul-metropolitan-police,0.0136986301369863,0.0,1.008888888888889,5.384857538594089e-45
singapore-police,0.0136986301369863,0.0,0.2950397877984085,0.0004322032337562657
russian-ministry-of-interior,0.0136986301369863,0.0,0.39028070175438595,0.0027975797860152894
romania-diicot,0.0136986301369863,0.0,0.411962962962963,0.009758276718086321
polizia-di-stato,0.0136986301369863,0.0,0.3809246575342466,0.004690675023043138
portugal-policia-judiciaria,0.0136986301369863,0.0,0.3875609756097561,0.0034396712585041274
portuguese-judicial-police,0.0136986301369863,0.0,0.411962962962963,0.007862635247403363
nigerian-efcc,0.0136986301369863,0.0,0.3055769230769231,0.00018205498063735527
pakistan-fia,0.0136986301369863,0.0,0.3707666666666667,0.004969930327226623
romanian-police,0.0136986301369863,0.0,0.40893382352941177,0.005395941889503528
spain-policia-nacional,0.0136986301369863,0.0,0.3875609756097561,0.0034396712585041274
thai-royal-police,0.0136986301369863,0.0,0.382233676975945,0.0029805910921950314
spain-national-police,0.0136986301369863,0.0,0.3796245733788396,0.00451223869287149
unodc,0.0136986301369863,0.0,0.30390710382513664,0.00015769728741283983
us-postal-inspection,0.0136986301369863,0.0,0.36953488372093024,0.0037716182707454304
