excel_sheet,excel_row,year,operation_name_raw,operation_name_canonical_candidate,source_url,matched_source_slug,matched_operation_slug,excel_agencies,wiki_agencies,excel_countries,wiki_countries,excel_crime_types,wiki_crime_types,review_status,review_note
2_데이터추출(국가_기관_범죄유형),41,2019,Classiscam,operation-classiscam,https://www.zdnet.com/article/scam-as-a-service-operation-made-more-than-6-5-million-in-2020/,,,,,france;poland;romania;russia;united-states,,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),44,2019,Interpol cybercrime operation across Africa,operation-interpol-cybercrime-operation-across-africa,https://www.bbc.com/pidgin/tori-49629324,,,interpol,,,,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),45,2019,Mikhailov case,operation-mikhailov-case,https://www.rferl.org/a/russia-hacker-mikhailov-stoyanov-fsb-scandal-for-russian-security-agency/29794092.html,,,fbi-cyber-division;us-doj,,russia;united-states,,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),47,2019,Operation Rewired,operation-rewired,https://techxplore.com/news/2019-09-fbi-nigeria-step-up-cyber-crime.html#google_vignette,techxplore-operation-avalanche,operation-rewired,fbi-cyber-division,fbi-cyber-division;ic3;us-dhs;us-doj;us-secret-service,france;italy;united-kingdom;united-states,france;ghana;italy;japan;kenya;malaysia;nigeria;turkey;united-kingdom;united-states,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),48,2019,Trigger IV,operation-trigger-iv,https://www.interpol.int/News-and-Events/News/2019/Middle-East-and-North-Africa-Police-Chiefs-address-regional-crime-issues,,,interpol,,,,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),50,2019,xDedic,operation-xdedic,https://thehackernews.com/2019/01/cyber-criminal-marketplace.html,2019-01-28_thehackernews-com_cyber-criminal-marketplace,xdedic-marketplace-takedown,europol-ec3;fbi-cyber-division;us-doj,belgium-federal-police;dutch-nhtcu;europol-ec3;fbi-cyber-division;germany-bka;homeland-security-investigations;irs-ci-cyber-crimes-unit;irs-criminal-investigation;office-of-international-affairs;ukraine-police;us-doj,belgium;ukraine;united-states,belgium;bulgaria;estonia;georgia;germany;latvia;lithuania;moldova;netherlands;poland;romania;spain;switzerland;ukraine;united-kingdom;united-states,,dark-web-ic;malware-ic;ransomware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),53,2019,(가칭)Operation Manila 600,operation-manila-600,https://www.scmp.com/news/asia/southeast-asia/article/3027741/more-320-chinese-arrested-philippines-illegal-online,,imminent-monitor-rat-takedown,,australia-afp;eurojust;europol-ec3,china,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),54,2020,2BaGoldMule,operation-2bagoldmule,https://www.europol.europa.eu/media-press/newsroom/news/20-arrests-in-qqaazz-multi-million-money-laundering-case,2020-10-01_europol-europa-eu_20-arrests-in-qqaazz-multi-million-money-laundering-case,2bagoldmule-qqaazz,europol-ec3;fbi-cyber-division;uk-nca;us-doj,europol-ec3;fbi;portuguese-judicial-police;spanish-national-police;uk-nca;usdoj,australia;austria;belgium;georgia;germany;italy;poland;spain;sweden;switzerland;united-kingdom;united-states,australia;austria;belgium;bulgaria;czech-republic;georgia;germany;italy;latvia;poland;portugal;spain;sweden;switzerland;united-kingdom;united-states,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),55,2020,Carding Action 2020,operation-carding-action-2020,https://hackread.com/authorities-disrupt-dark-web-credit-card-trading-scam/,hackread-global-airport-action-day,carding-action-2020,europol-ec3,europol-ec3;group-ib,italy;united-kingdom,hungary;italy;united-kingdom,,dark-web-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),59,2020,Operation Zinger,operation-zinger,https://thewest.com.au/news/court-justice/operation-zinger-alleged-cyber-criminal-had-details-from-major-logistics-company-police-say--c-11138447,,imminent-monitor-rat-takedown,fbi-cyber-division,australia-afp;eurojust;europol-ec3,australia;united-states,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),61,2020,(가칭)Operation Latvian Wash,operation-latvian-wash,https://eng.lsm.lv/article/society/crime/latvian-police-played-leading-role-in-us-cybercrime-crackdown.a378200/,,imminent-monitor-rat-takedown,europol-ec3;fbi-cyber-division;us-doj,australia-afp;eurojust;europol-ec3,united-states,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),62,2020,(가칭)Operation Karachi Stalk,operation-karachi-stalk,https://dailytimes.com.pk/676333/ae7-architect-george-girgis-behind-fake-accounts-cybercrime-network/#google_vignette,,imminent-monitor-rat-takedown,,australia-afp;eurojust;europol-ec3,united-kingdom;united-states,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),63,2021,Infraud 조직,operation-infraud,https://www.rferl.org/a/us-sentences-cybercriminals-from-russia-and-north-macedonia-/31160664.html,2018-02-07_rferl-org_31160664,operation-us-v-telusma-infraud,us-doj,us-doj,australia;france;italy;kosovo;russia;serbia;united-kingdom;united-states,united-states,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),64,2021,Operation DarkHunTOR,operation-darkhuntor,https://www.aljazeera.com/news/2021/10/26/police-arrest-150-people-globally-in-dark-web-sting-europol,,imminent-monitor-rat-takedown,eurojust;europol-ec3;fbi-cyber-division,australia-afp;eurojust;europol-ec3,australia;france;germany;italy;netherlands;switzerland;united-kingdom;united-states,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),65,2021,Operation Delilah,operation-delilah,https://www.group-ib.com/media-center/press-releases/interpol-gib-delilah/,2022-01-01_group-ib-com_interpol-gib-delilah,operation-delilah,fbi-cyber-division;interpol,group-ib;interpol;nigeria-police-force;trend-micro,australia;canada;united-states,australia;canada;nigeria;united-states,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),66,2021,Operation HAECHI-II,operation-haechi-ii,https://www.interpol.int/News-and-Events/News/2021/More-than-1-000-arrests-and-USD-27-million-intercepted-in-massive-financial-crime-crackdown,2021-11-01_interpol-int_more-than-1-000-arrests-and-usd-27-million-intercepted-in-massive-financial-c,operation-haechi-ii,interpol,interpol;interpol-national-central-bureaus-in-participating-jurisdictions;knpa-cyber-bureau,china;india;ireland;romania;south-korea;spain,cambodia;china;colombia;hong-kong;india;indonesia;ireland;japan;laos;malaysia;philippines;romania;singapore;slovenia;south-korea;spain;thailand;vietnam,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),67,2021,Operation Ironside,operation-ironside,https://www.aljazeera.com/news/2021/6/8/australia-arrests-over-200-in-crackdown-of-underworld-messaging,,imminent-monitor-rat-takedown,europol-ec3;fbi-cyber-division,australia-afp;eurojust;europol-ec3,australia;united-states,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),70,2021,Operation Secreto,operation-secreto,https://www.europol.europa.eu/media-press/newsroom/news/105-arrested-for-stealing-over-%E2%82%AC12-million-us-based-banks,2021-02-01_europol-europa-eu_105-arrested-for-stealing-over-eur-12-million-from-us-based-banks,operation-europol-105-arrested-for-stealing-over-12-million-from-us-based-banks-operation-secreto,eurojust;europol-ec3;us-doj,europol-ec3,austria;spain;united-states,austria;denmark;greece;spain;united-kingdom;united-states,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),71,2021,Operation Trojan Shield,operation-trojan-shield,https://www.welivesecurity.com/2021/06/08/hundreds-arrested-tricked-using-fbi-run-chat-app/,,operation-trojan-shield,europol-ec3;fbi-cyber-division,australia-afp;europol-ec3;fbi-cyber-division;netherlands-politie;sweden-police,australia;austria;belgium;finland;france;germany;italy;lithuania;netherlands;poland;spain;sweden;united-kingdom;united-states,australia;germany;international;netherlands;sweden;united-states,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),73,2021,(가칭)Operation DoubleVPN,operation-doublevpn,https://www.welivesecurity.com/2021/06/30/global-police-vpn-service-cybercriminals/,,doublevpn-takedown,fbi-cyber-division;interpol,canada-rcmp;eurojust;europol-ec3;fbi-cyber-division;germany-bka;netherlands-politie;uk-nca;us-doj;us-secret-service,australia;canada;india;united-states,bulgaria;canada;germany;italy;netherlands;sweden;switzerland;united-kingdom;united-states,,ransomware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),76,2022,Operation Chakra,operation-chakra,https://timesofindia.indiatimes.com/city/jaipur/cbis-op-chakra-to-battle-cybercrime-gangs-in-state/articleshow/94654273.cms,,operation-chakra-v,fbi-cyber-division;interpol,cbi-india;japan-npa;microsoft,australia;canada;india;united-states,india;japan,,voice-phishing-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),77,2022,Operation Chakra-III,operation-chakra-iii,https://www.freepressjournal.in/mumbai/operation-chakra-iii-cbi-fbi-dismantle-cybercrime-network-in-mumbai-kolkata-mastermind-arrested,,operation-chakra-iii,fbi-cyber-division;interpol,cbi-india;fbi-cyber-division;interpol;us-dhs,india;united-states,india;united-states,,malware-ic;voice-phishing-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),78,2022,Operation Discovery,operation-discovery,https://dialogo-americas.com/articles/operation-discovery-dismantles-cybercrime-network-in-the-dominican-republic/,,imminent-monitor-rat-takedown,fbi-cyber-division,australia-afp;eurojust;europol-ec3,united-states,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),79,2022,Operation Fox Hunt 2,operation-fox-hunt-2,https://www.arabianbusiness.com/culture-society/dubai-arrested-nigerian-influencer-hushpuppi-sentenced-to-11-years-jail,,imminent-monitor-rat-takedown,fbi-cyber-division;us-doj,australia-afp;eurojust;europol-ec3,united-states,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),80,2022,Operation Jackal,operation-jackal,https://www.thecable.ng/interpol-arrests-75-cybercrime-suspects-linked-to-black-axe/,,operation-jackal-iii,interpol,interpol-igci,italy,argentina;ireland;switzerland,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),82,2022,Operation Kraken,operation-kraken,https://www.reuters.com/technology/cybersecurity/ghost-cybercrime-platform-dismantled-global-operation-51-arrested-2024-09-18/,2024-09-18_reuters-com_ghost-cybercrime-platform-dismantled-in-global-operation-51-arrested,operation-ghost-cybercrime-platform-dismantled-in-global-operation-51-arrested,dutch-police;europol-ec3;fbi-cyber-division,us-doj,australia;canada;france;ireland;italy;netherlands;sweden;united-states,united-states,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),83,2022,(가칭)Operation FakeMall Takedown,operation-fakemall-takedown,https://www.europol.europa.eu/media-press/newsroom/news/fraudulent-shopping-sites-tied-to-cybercrime-marketplace-taken-offline,2024-12-04_europol-europa-eu_fraudulent-shopping-sites-tied-to-cybercrime-marketplace-taken-offline,fake-shopping-sites-takedown-2024,dutch-police;europol-ec3;germany-bka,czechia-police;europol-ec3;german-police;netherlands-politie;poland-police,austria;finland;germany;netherlands;norway,austria;czechia;finland;germany;netherlands;poland,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),84,2022,(가칭)Operation Black Axe,operation-black-axe,https://therecord.media/us-arrests-33-bec-scammers-linked-to-nigerian-crime-syndicate,,black-axe-bec-2021,fbi-cyber-division;us-doj,interpol,united-states,international;ireland;nigeria;south-africa;united-kingdom;united-states,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),85,2022,(가칭)Operation Marketplace A,operation-marketplace-a,https://cyberscoop.com/igor-dekhtyarchuk-marketplace-a-indictment-doj-fbi/,2022-03-22_cyberscoop_igor-dekhtyarchuk-marketplace-a-indictment-doj-fbi,operation-ssndob-marketplace-administrator-pleads-guilty-to-charges-related-to-his-operation-of-a-series-of-websites-tha,fbi-cyber-division;us-doj,us-doj,united-states,united-states,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),86,2022,(가칭)Operation Molo Sanction,operation-molo-sanction,https://www.pressherald.com/2022/04/06/u-s-charges-russian-oligarch-dismantles-cybercrime-operation/,,imminent-monitor-rat-takedown,fbi-cyber-division;us-doj,australia-afp;eurojust;europol-ec3,united-states,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),87,2022,(가칭)Operation Raccoon Sweep,operation-raccoon-sweep,https://www.scworld.com/brief/cybercriminals-increasingly-using-caramel-credit-card-theft-service,,imminent-monitor-rat-takedown,dutch-police;fbi-cyber-division;us-doj,australia-afp;eurojust;europol-ec3,italy;netherlands;united-states,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),89,2023,Africa Cyber Surge II,operation-africa-cyber-surge-ii,https://therecord.media/africa-cyber-surge-14-arrests-interpol,2023-08-18_therecord-media_africa-cyber-surge-14-arrests-interpol,africa-cyber-surge-ii,interpol,afripol;interpol,,cameroon;gambia;kenya;mauritius;nigeria;south-africa;tanzania,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),92,2023,Operation Contender 2.0,operation-contender-2-0,https://www.interpol.int/News-and-Events/News/2024/Arrests-in-international-operation-targeting-cybercriminals-in-West-Africa,,operation-contender-2,interpol,afripol;interpol-igci,switzerland,cote-divoire;finland;nigeria;switzerland,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),99,2023,(가칭)Operation Crypto Blender,operation-crypto-blender,https://cyberscoop.com/russians-crypto-mixers-doj-charges/,,imminent-monitor-rat-takedown,fbi-cyber-division;us-doj,australia-afp;eurojust;europol-ec3,finland;netherlands;united-states,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),100,2023,(가칭)Operation Africa CyberDesk,operation-africa-cyberdesk,https://www.interpol.int/News-and-Events/News/2021/INTERPOL-launches-initiative-to-fight-cybercrime-in-Africa,,imminent-monitor-rat-takedown,interpol,australia-afp;eurojust;europol-ec3,,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),101,2023,(가칭)Operation IRS Scamcall,operation-irs-scamcall,https://theprint.in/india/delhi-police-busts-international-cyber-crime-syndicate-in-operation-with-fbi-interpol/1631464/,,imminent-monitor-rat-takedown,fbi-cyber-division;interpol,australia-afp;eurojust;europol-ec3,india;united-states,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),105,2023,(가칭)Operation ScamCamp,operation-scamcamp,https://www.nytimes.com/2024/09/10/business/scammers-trafficking-cybercrime.html,,imminent-monitor-rat-takedown,interpol,australia-afp;eurojust;europol-ec3,,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),107,2023,(가칭)Operation EuroPak Fraud,operation-europak-fraud,https://therecord.media/pakistan-cybercrime-busted-dutch-doj,,imminent-monitor-rat-takedown,dutch-police,australia-afp;eurojust;europol-ec3,netherlands,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),108,2023,(가칭)Operation SA-ID Theft,operation-sa-id-theft,https://techpoint.africa/news/interpol-busts-cybercrime-in-south-africa/,,imminent-monitor-rat-takedown,interpol,australia-afp;eurojust;europol-ec3,,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),110,2024,Operation Bali Becik 2024,operation-bali-becik-2024,https://www.aljazeera.com/news/2024/6/28/indonesia-says-will-deport-103-taiwanese-suspected-of-cybercrimes-in-bali,2024-06-28_aljazeera-com_indonesia-says-will-deport-103-taiwanese-suspected-of-cybercrimes-in-bali,bali-villa-cybercrime-raid-2024,,indonesia-immigration,,indonesia,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),112,2024,Operation Cyber Slaves,operation-cyber-slaves,https://www.indiatoday.in/programme/newstrack-with-rahul-kanwal/video/operation-cyber-slaves-india-today-exposes-ruthless-cybercrime-syndicates-top-focus-on-rahul-kanwals-show-2642515-2024-11-29,,imminent-monitor-rat-takedown,,australia-afp;eurojust;europol-ec3,india,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),116,2024,Operation Jackal III,operation-jackal-iii,https://cyberscoop.com/300-arrests-made-in-crackdown-of-west-african-cyber-fraud-group/,,operation-jackal-iii,fbi-cyber-division;interpol;us-doj,interpol-igci,france;germany;ireland;italy;netherlands;spain;united-kingdom;united-states,argentina;ireland;switzerland,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),117,2024,Operation Nebulae,operation-nebulae,https://itwire.com/business-it-news/security/five-australians-held-in-operation-to-take-down-cyber-crime-ring.html,,imminent-monitor-rat-takedown,europol-ec3,australia-afp;eurojust;europol-ec3,australia;canada;ireland;united-kingdom,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),121,2024,Operation Trust No One,operation-trust-no-one,https://www.weforum.org/stories/2024/11/industry-experts-public-sector-are-disrupting-cybercriminals/,,imminent-monitor-rat-takedown,interpol;uk-nca,australia-afp;eurojust;europol-ec3,united-kingdom,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),124,2024,(가칭)Operation Rydox,operation-rydox,https://cyberscoop.com/rydox-cybercriminal-marketplace-seized-doj-albania-kosovo/,2024-12-12_cyberscoop-com_rydox-cybercriminal-marketplace-seized-doj-albania-kosovo,rydox-marketplace-takedown,fbi-cyber-division,fbi-cyber-division;us-doj,kosovo;united-states,albania;kosovo;malaysia;united-states,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),126,2024,(가칭)Operation 911 S5,operation-911-s5,https://www.business-standard.com/world-news/man-suspected-of-operating-world-s-largest-ever-cybercrime-botnet-held-124053000064_1.html,,imminent-monitor-rat-takedown,fbi-cyber-division;us-doj,australia-afp;eurojust;europol-ec3,united-states,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,csam-ic,malware-ic,out_of_scope_or_non_ic,no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),128,2024,(가칭)Operation Lusaka Scam,operation-lusaka-scam,https://therecord.media/zambia-guilty-pleas-chinese-nationals-scam-call-center,2024-06-05-therecord-zambia-golden-top-guilty-pleas,zambia-golden-top-call-center,,zambia-anti-terrorism-unit;zambia-drug-enforcement-commission-dec;zambia-immigration-department;zambia-police-service,china,china;zambia,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),130,2024,(가칭)Operation Telangana Scam,operation-telangana-scam,https://the420.in/telangana-cyber-security-bureau-cracks-down-on-cybercrime-arrests-21-cybercrime-criminals-in-major-operation/,,imminent-monitor-rat-takedown,,australia-afp;eurojust;europol-ec3,india,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),131,2024,(가칭)Operation Naija CyberFront,operation-naija-cyberfront,https://www.arise.tv/interpol-nigeria-setting-pace-in-fight-against-cybercrime-in-africa/#google_vignette,,imminent-monitor-rat-takedown,interpol;uk-nca,australia-afp;eurojust;europol-ec3,france;united-kingdom,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),132,2024,(가칭)Operation Grandparent Scam,operation-grandparent-scam,https://dominicantoday.com/dr/local/2024/09/25/santiago-prosecutors-office-charges-21-in-major-cybercrime-operation-targeting-elderly-americans/,,imminent-monitor-rat-takedown,fbi-cyber-division;us-doj,australia-afp;eurojust;europol-ec3,united-states,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),133,2024,(가칭)Operation Kandy Sweep,operation-kandy-sweep,https://lankasara.com/news/the-growing-menace-of-chinese-cyber-criminals-in-sri-lanka-behind-the-kandy-arrest/,,imminent-monitor-rat-takedown,,australia-afp;eurojust;europol-ec3,china;india,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),135,2024,(가칭)Operation Quezon FakeGov,operation-quezon-fakegov,https://dailypost.ng/2024/10/29/nigerian-national-wanted-in-us-cybercrime-case-arrested-in-philippines/,,imminent-monitor-rat-takedown,fbi-cyber-division;us-doj,australia-afp;eurojust;europol-ec3,united-states,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),136,2024,(가칭)Operation Jackpot Crew,operation-jackpot-crew,https://gbhackers.com/two-cybercriminals-arrested/,,imminent-monitor-rat-takedown,fbi-cyber-division;us-doj,australia-afp;eurojust;europol-ec3,united-states,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),137,2024,(가칭)Operation Naija-Japan Scam,operation-naija-japan-scam,https://www.thecable.ng/npf-eleven-cybercrime-suspects-arrested-33320-recovered-in-joint-operation-with-japanese-police/,,imminent-monitor-rat-takedown,,australia-afp;eurojust;europol-ec3,,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),138,2025,biggest anti-cybercrime operation,operation-biggest-anti-cybercrime-operation,https://punchng.com/12-filipinos-jailed-for-cybercrime-in-nigeria/,,,,,china,,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),139,2025,crackdown,operation-crackdown,https://timesofindia.indiatimes.com/city/hyderabad/agents-luring-people-to-myanmar-cybercrime-den-under-cops-radar/articleshow/118991601.cms,,phobos-8base-crackdown,,eurojust;europol-ec3;fbi-cyber-division;germany-bka;japan-npa;spain-guardia-civil;uk-nca,india,belgium;czechia;france;germany;japan;poland;romania;singapore;south-korea;spain;sweden;switzerland;thailand;united-kingdom;united-states,,ransomware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),140,2025,cybercrime sting,operation-cybercrime-sting,https://www.brigadanews.ph/malaysian-supplier-of-text-scam-device-arrested-in-cybercrime-sting/,,,,,,,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),141,2025,Eagle Flush Operation,operation-eagle-flush-operation,https://the420.in/inside-nigerias-biggest-cybercrime-crackdown-nine-chinese-nationals-jailed-in-global-scam-ring/,,imminent-monitor-rat-takedown,,australia-afp;eurojust;europol-ec3,china,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected;no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),144,2025,HeartSender Group,operation-heartsender-group,https://www.dawn.com/news/1911691,,,dutch-police;fbi-cyber-division,,netherlands;united-states,,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),146,2025,Operation Chakra-V,operation-chakra-v,https://www.thehindu.com/news/national/operation-chakra-v-cbi-arrests-six-members-of-cybercrime-syndicate-targeting-japanese-citizens/article69632312.ece,,operation-chakra-v,,cbi-india;japan-npa;microsoft,india,india;japan,voice-phishing-ic,voice-phishing-ic,out_of_scope_or_non_ic,no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),147,2025,Operation Dolos,operation-dolos,https://opengovasia.com/2025/01/07/australian-federal-police-advanced-tech-for-cyber-resilience/,,imminent-monitor-rat-takedown,,australia-afp;eurojust;europol-ec3,australia,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,ransomware-ic,malware-ic,out_of_scope_or_non_ic,no_clear_international_cooperation_signal
2_데이터추출(국가_기관_범죄유형),151,2025,Operation Platforma,operation-platforma,https://a2news.com/english/shqiperia/kronike/rreth-3-milione-euro-dem-me-mashtrime-finalizohet-operacioni-n-i1147943,,imminent-monitor-rat-takedown,eurojust;europol-ec3,australia-afp;eurojust;europol-ec3,germany;israel,australia;colombia;czech-republic;netherlands;poland;spain;sweden;united-kingdom,,malware-ic,out_of_scope_or_non_ic,no_target_five_crime_type_detected
2_데이터추출(국가_기관_범죄유형),155,2025,STF operation,operation-stf-operation,https://www.republicworld.com/defence/global-defence-news/up-stf-busts-chinese-linked-cyber-syndicate-digital-arrests-crypto-laundering-fraud-exposed,,,,,china;india,,,,out_of_scope_or_non_ic,no_target_five_crime_type_detected
